DB	DB_Object_ID	DB_Object_Symbol	Qualifier 	GO ID	DB:Reference	Evidence												
SGD	S000002784	ARH1		GO:0055114	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0249	P	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20170902	UniProt				
SGD	S000002784	ARH1		GO:0055114	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	P	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20170902	UniProt				
SGD	S000002784	ARH1		GO:0016491	SGD_REF:S000124036	IEA	InterPro:IPR021163	F	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20170902	InterPro				
SGD	S000003125	ARI1		GO:0005737	PMID:14562095|SGD_REF:S000074185	IDA		C	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20031028	SGD				
SGD	S000003125	ARI1		GO:0005634	PMID:14562095|SGD_REF:S000074185	IDA		C	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20031028	SGD				
SGD	S000003125	ARI1		GO:0008150	SGD_REF:S000069584	ND		P	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20030203	SGD				
SGD	S000003125	ARI1		GO:0016491	PMID:14574691|SGD_REF:S000075114	IDA		F	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20031222	SGD				
SGD	S000003125	ARI1		GO:0050662	SGD_REF:S000124036	IEA	InterPro:IPR001509	F	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20170902	InterPro				
SGD	S000003125	ARI1		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR001509	F	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20170902	InterPro				
SGD	S000003125	ARI1		GO:0055114	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	P	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20170902	UniProt				
SGD	S000003125	ARI1		GO:0005737	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0086	C	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20170902	UniProt				
SGD	S000003125	ARI1		GO:0005634	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0539	C	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20170902	UniProt				
SGD	S000003125	ARI1		GO:0005634	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0191	C	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20170902	UniProt				
SGD	S000003125	ARI1		GO:0004090	PMID:19016485|SGD_REF:S000128389	IDA		F	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20081202	SGD				
SGD	S000003125	ARI1		GO:0016491	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	F	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20170902	UniProt				
SGD	S000003125	ARI1		GO:0004090	PMID:19577617|SGD_REF:S000130854	IDA		F	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20090923	SGD				
SGD	S000003125	ARI1		GO:0005737	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0963	C	NADPH-dependent aldehyde reductase	YGL157W|carbonyl reductase (NADPH-dependent) ARI1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0004674	PMID:10087264|SGD_REF:S000043672	IMP		F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20010118	SGD				
SGD	S000004965	ARK1		GO:0004674	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0723	F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0004674	PMID:10087264|SGD_REF:S000043672	ISS		F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20010118	SGD				
SGD	S000004965	ARK1		GO:0007015	PMID:10087264|SGD_REF:S000043672	IGI		P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20010118	SGD				
SGD	S000004965	ARK1		GO:0007015	PMID:10087264|SGD_REF:S000043672	IMP		P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20010118	SGD				
SGD	S000004965	ARK1		GO:0006468	PMID:10087264|SGD_REF:S000043672	IMP		P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20010118	SGD				
SGD	S000004965	ARK1		GO:0000147	PMID:10652251|SGD_REF:S000041005	TAS		P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20010118	SGD				
SGD	S000004965	ARK1		GO:0030100	PMID:12956961|SGD_REF:S000075418	IMP		P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20040520	SGD				
SGD	S000004965	ARK1		GO:0016301	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0418	F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0005856	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0206	C	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0004674	PMID:17978096|SGD_REF:S000124669	IDA		F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20090223	SGD				
SGD	S000004965	ARK1		GO:0006468	PMID:17978096|SGD_REF:S000124669	IDA		P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20090223	SGD				
SGD	S000004965	ARK1		GO:0043332	PMID:19053807|SGD_REF:S000128539	IDA		C	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20081219	SGD				
SGD	S000004965	ARK1		GO:0005524	SGD_REF:S000124036	IEA	InterPro:IPR000719	F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	InterPro				
SGD	S000004965	ARK1		GO:0005524	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0067	F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0016740	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0808	F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0030479	PMID:10087264|SGD_REF:S000043672	IDA		C	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20081013	SGD				
SGD	S000004965	ARK1		GO:0004672	SGD_REF:S000124036	IEA	InterPro:IPR000719	F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	InterPro				
SGD	S000004965	ARK1		GO:0004672	SGD_REF:S000124036	IEA	InterPro:IPR008271	F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	InterPro				
SGD	S000004965	ARK1		GO:0006468	SGD_REF:S000124036	IEA	InterPro:IPR000719	P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	InterPro				
SGD	S000004965	ARK1		GO:0006468	SGD_REF:S000124036	IEA	InterPro:IPR008271	P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	InterPro				
SGD	S000004965	ARK1		GO:0004672	PMID:16319894|SGD_REF:S000113918	IDA		F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20120504	SGD				
SGD	S000004965	ARK1		GO:0006468	PMID:16319894|SGD_REF:S000113918	IDA		P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20120504	SGD				
SGD	S000004965	ARK1		GO:0016310	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0418	P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0000166	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0547	F	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0005737	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0963	C	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0030479	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0008	C	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20170902	UniProt				
SGD	S000004965	ARK1		GO:0006468	PMID:10087264|SGD_REF:S000043672	ISS		P	Serine/threonine protein kinase	YNL020C|serine/threonine protein kinase ARK1	gene	taxon:559292	20010118	SGD				
SGD	S000000368	ARL1		GO:0006623	PMID:12210899|SGD_REF:S000071154	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20030123	SGD				
SGD	S000000368	ARL1		GO:0005802	PMID:23345439|SGD_REF:S000152504	IDA		C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20140418	SGD				
SGD	S000000368	ARL1		GO:0016192	PMID:11840166|SGD_REF:S000069211	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20020529	SGD				
SGD	S000000368	ARL1		GO:0016192	PMID:11840166|SGD_REF:S000069211	IGI		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20020529	SGD				
SGD	S000000368	ARL1		GO:0005794	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0132	C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	UniProt				
SGD	S000000368	ARL1		GO:0005794	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0333	C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	UniProt				
SGD	S000000368	ARL1		GO:0000166	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0547	F	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	UniProt				
SGD	S000000368	ARL1		GO:0006810	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0813	P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	UniProt				
SGD	S000000368	ARL1		GO:0005829	PMID:26928762|SGD_REF:S000183046	IDA		C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20160603	SGD				
SGD	S000000368	ARL1		GO:0000042	PMID:26966233|SGD_REF:S000183233	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20160426	SGD	has_input(UniProtKB:P38116)	has_input(UniProtKB:Q06704)		
SGD	S000000368	ARL1		GO:0034976	PMID:26966233|SGD_REF:S000183233	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20160426	SGD				
SGD	S000000368	ARL1		GO:0016192	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0931	P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	UniProt				
SGD	S000000368	ARL1		GO:0005829	PMID:15975906|SGD_REF:S000082419	IDA		C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20101019	SGD				
SGD	S000000368	ARL1		GO:0005802	PMID:15975906|SGD_REF:S000082419	IDA		C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20101019	SGD				
SGD	S000000368	ARL1		GO:0007264	SGD_REF:S000124036	IEA	InterPro:IPR024156	P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	InterPro				
SGD	S000000368	ARL1		GO:0006623	PMID:12052896|SGD_REF:S000071747	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20140908	SGD	has_direct_input(UniProtKB:P00729)			
SGD	S000000368	ARL1		GO:0006897	PMID:12052896|SGD_REF:S000071747	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20140908	SGD				
SGD	S000000368	ARL1		GO:0015031	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0653	P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	UniProt				
SGD	S000000368	ARL1		GO:0005525	SGD_REF:S000124036	IEA	InterPro:IPR005225	F	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	InterPro				
SGD	S000000368	ARL1		GO:0005525	SGD_REF:S000124036	IEA	InterPro:IPR006689	F	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	InterPro				
SGD	S000000368	ARL1		GO:0005525	SGD_REF:S000124036	IEA	InterPro:IPR024156	F	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	InterPro				
SGD	S000000368	ARL1		GO:0034497	PMID:27462928|SGD_REF:S000184460	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20161221	SGD	happens_during(GO:0006995)	happens_during(GO:0009408)	has_input(UniProtKB:Q12142)	
SGD	S000000368	ARL1		GO:0005525	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0342	F	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	UniProt				
SGD	S000000368	ARL1		GO:0005622	SGD_REF:S000124036	IEA	InterPro:IPR024156	C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20170902	InterPro				
SGD	S000000368	ARL1		GO:0032258	PMID:27462928|SGD_REF:S000184460	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20161221	SGD				
SGD	S000000368	ARL1		GO:0003924	PMID:9388248|SGD_REF:S000040646	ISS		F	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20020529	SGD				
SGD	S000000368	ARL1		GO:0003924	PMID:9388248|SGD_REF:S000040646	IDA		F	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20020529	SGD				
SGD	S000000368	ARL1		GO:0005794	PMID:15077113|SGD_REF:S000076519	IDA		C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20050523	SGD				
SGD	S000000368	ARL1		GO:0005794	PMID:15564045|SGD_REF:S000081743	IDA		C	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20050615	SGD				
SGD	S000000368	ARL1		GO:0043001	PMID:16926193|SGD_REF:S000118077	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20060926	SGD				
SGD	S000000368	ARL1		GO:0034629	PMID:27462928|SGD_REF:S000184460	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20161221	SGD	happens_during(GO:0006995)	happens_during(GO:0009408)	has_input(GO:0000938)	occurs_at(GO:0000407)
SGD	S000000368	ARL1		GO:0016236	PMID:27462928|SGD_REF:S000184460	IMP		P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20161221	SGD	happens_during(GO:0009408)			
SGD	S000000368	ARL1		GO:0016236	PMID:27462928|SGD_REF:S000184460	IGI	UniProtKB:Q99260	P	Soluble GTPase with a role in regulation of membrane traffic	YBR164C|Arf family GTPase ARL1|DLP2	gene	taxon:559292	20161221	SGD				
SGD	S000005972	ARL3		GO:0005525	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0342	F	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	UniProt				
SGD	S000005972	ARL3		GO:0006886	PMID:9920936|SGD_REF:S000044373	IMP		P	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20020529	SGD				
SGD	S000005972	ARL3		GO:0005794	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0333	C	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	UniProt				
SGD	S000005972	ARL3		GO:0015031	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0653	P	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	UniProt				
SGD	S000005972	ARL3		GO:0005829	PMID:26928762|SGD_REF:S000183046	IDA		C	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20160603	SGD				
SGD	S000005972	ARL3		GO:0006810	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0813	P	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	UniProt				
SGD	S000005972	ARL3		GO:0005622	SGD_REF:S000124036	IEA	InterPro:IPR024156	C	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	InterPro				
SGD	S000005972	ARL3		GO:0034976	PMID:26966233|SGD_REF:S000183233	IMP		P	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20160426	SGD				
SGD	S000005972	ARL3		GO:0043001	PMID:16926193|SGD_REF:S000118077	IMP		P	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20060926	SGD				
SGD	S000005972	ARL3		GO:0000042	PMID:26966233|SGD_REF:S000183233	IMP		P	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20160426	SGD	has_input(UniProtKB:P38116)	has_input(UniProtKB:Q06704)		
SGD	S000005972	ARL3		GO:0005525	SGD_REF:S000124036	IEA	InterPro:IPR005225	F	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	InterPro				
SGD	S000005972	ARL3		GO:0005525	SGD_REF:S000124036	IEA	InterPro:IPR006689	F	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	InterPro				
SGD	S000005972	ARL3		GO:0005525	SGD_REF:S000124036	IEA	InterPro:IPR024156	F	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	InterPro				
SGD	S000005972	ARL3		GO:0005794	PMID:15077114|SGD_REF:S000076293	IDA		C	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20050523	SGD				
SGD	S000005972	ARL3		GO:0007264	SGD_REF:S000124036	IEA	InterPro:IPR024156	P	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	InterPro				
SGD	S000005972	ARL3		GO:0005794	PMID:15077113|SGD_REF:S000076519	IDA		C	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20050523	SGD				
SGD	S000005972	ARL3		GO:0003924	PMID:9920936|SGD_REF:S000044373	IDA		F	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20020529	SGD				
SGD	S000005972	ARL3		GO:0003924	PMID:9920936|SGD_REF:S000044373	ISS		F	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20020529	SGD				
SGD	S000005972	ARL3		GO:0033365	PMID:12620189|SGD_REF:S000072666	IMP		P	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20110531	SGD				
SGD	S000005972	ARL3		GO:0000166	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0547	F	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	UniProt				
SGD	S000005972	ARL3		GO:0042175	PMID:9920936|SGD_REF:S000044373	IDA		C	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20020529	SGD				
SGD	S000005972	ARL3		GO:0005794	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0132	C	ARF-like small GTPase of the RAS superfamily	YPL051W|Arf family GTPase ARL3	gene	taxon:559292	20170902	UniProt				
SGD	S000001032	ARN1		GO:0016021	PMID:12192589|SGD_REF:S000114049	ISM		C	ARN family transporter for siderophore-iron chelates	YHL040C|siderophore transporter	gene	taxon:559292	20110531	SGD				
SGD	S000001032	ARN1		GO:0015891	PMID:10802175|SGD_REF:S000052311	IMP		P	ARN family transporter for siderophore-iron chelates	YHL040C|siderophore transporter	gene	taxon:559292	20010118	SGD				
